	HC18_FB_2_ZT10	HC18_FB_2_ZT12	HC18_FB_2_ZT14	HC18_FB_2_ZT16	HC18_FB_2_ZT18	HC18_FB_2_ZT2	HC18_FB_2_ZT20	HC18_FB_2_ZT22	HC18_FB_2_ZT24	HC18_FB_2_ZT4	HC18_FB_2_ZT6	HC18_FB_2_ZT8	HC18_FB_ZT10	HC18_FB_ZT12	HC18_FB_ZT14	HC18_FB_ZT16	HC18_FB_ZT18	HC18_FB_ZT2	HC18_FB_ZT20	HC18_FB_ZT22	HC18_FB_ZT24	HC18_FB_ZT4	HC18_FB_ZT6	HC18_FB_ZT8
FBgn0027873	94	89	75	311	146	154	156	210	161	161	97	98	192	431	147	440	366	232	232	253	167	164	128	178
FBgn0027889	60	29	24	223.9996	46	50	65	120	105	52	38.99995	71	151	248.9999	133	295	99	139	139	85	131	78	42	89
FBgn0027903	24	18	19	95	38	39	37	93	72	46	37	34	84	95	47	132	38	52	52	50	58	39	24	60
FBgn0027929	96	113	129	140	109.0001147	188.0002	107	107	101	194.9997	54	75	148	290	97	262.0004	221	105	105	145	69	205.9995	169	182.9998
FBgn0027930	877.1508	871.7551022	732.429	1389.4991	1464.2813	1562.0065	1449.0267	1504.7	1364.01059	2019.5863	652.0287	723.9258	1503.9129	2519.63	507.943	2249.3423	1844.35	2050.265	2050.265	2477.116	1041.8267	1846.6659	1562.4198	1021.2174
FBgn0027932	1234.4951	1811.0032	2017.1342	3866.556965	2450.1826	3121.51384	3407.888	3056.4921	3370.609	3616.76822	1632.5047	1974.5359	4276.553	12156.05	2368.943	8509.48	10148.651	4721.828	4721.828	6500.256	3303.504	6845.428	5102.64	5831.637
FBgn0027945	1305	2033	2260	3715	2799	3310	2719	2601	2460	3995	1498	1601	2136	4943	1604	6397	5154	3534	3534	3736	1574	2885	2380	2534
FBgn0027948	506.0007	369.00022	402.9998	2279	486.9995103	585.9994	797.999348	1003.000068	877.999319	651.0004684	395.99988	678.9994	1336.001002	4255.9985	1497	3817.00225	2063.000827	1629.998	1629.998	1350.999746	1786.003545	1139.9993	589.9998	1135.9993
FBgn0027949	13	6	1	64	3	6	9	21	36	1	8	16	70	35	32	117	6	139	139	5	28	11	1	14
FBgn0027950	51.999994	66.000045	56.000034	161.9996	65	84.000007	97	104.999976	91	102.9999	47.000035	51	127	176.0004	67	183.0003	181.999957	94.00002	94.00002	88	49.000005	94.999994	65	105
FBgn0027951	234.9997	329.0004	295.0002	825.9992	361.0002	478.9998	471.0002	507	461.0003	682	261.9996	327.0003	694.0002	1427.0002	492	1553.0006	1063	720	720	714	478	779.9996	462	722
FBgn0028292	87	88	68	268.0003	122	127	118.9999	159	149.9995	149	77	96	182	356.9998	153	417	286	231	231	226.9996	147.0001	211	108	205.9996
FBgn0028325	2134.00059	2619.9995	2536.003	5228.0032	3523.004	4343.0008	3489.9996	4095.9981	3637.00216	5809.9965	2453.0031	2340.9969	3483.0022	7731.005	2295.00461	8651.998477	6292.0014	4591.9951	4591.9951	5013.002373	2571.0045	5191.9922	3827.9952	4623.0025
FBgn0028327	1439.004	1003	927	2475	2043.997	3406.005	1594.001	2879	2435.997	4924	2014	1830.002	2352.998	6308	1466.996	4930.003	2974.998	2689.998	2689.998	3473	2338.996	2652.999	1722	2255.002
FBgn0028331	564	572	777	2204.0024	634	806	1001	1000	1010.000026	1059	447.0001	660	1557	5177	1430	4886	3449	2016	2016	2194	1661	1674	968	1915
FBgn0028341	235.99997	340.0003	317.0000201	702.9999513	316.0001004	428	416.9997	429.9999	389.00018	563.00091	197	289.99998	617.0004104	1332.9996	521.00017	1434.99965	1158.99904	670.00006	670.00006	827.0005	438.000091	772.0006	444.00023	816.9995
FBgn0028342	1015.9997	1236.0003	1166.37914	2337.0015	1663.00335	2048.0035	1654.5933	2076.9977	1653.9977	2606.9964	1065.4499	1146.9999	1798.9968	1774.0008	1068.9995	2551.997	2238.9955	958.9999	958.9999	1142.0004	695.9999	1788.0006	1271.9995	1991.0033
FBgn0028343	322.9996228	378.9998	340.000492	1070.000162	349.0004	402.0007	347.0000018	466.9999665	374.9997	470.0001612	223.9996267	316.9999962	536.0002014	1261	706.0004002	1677.0001	1025	553.99911	553.99911	531.9993	417.0005	627.9997	379.0009001	584.0000363
FBgn0028360	264.9998	452	173.999812	575.99983	273	775.0003	329.0001	373	476.00031	470	268.0003	352	942	3187	648	1415	1209.059	924	924	916	763	1190	639	1017
FBgn0028369	14.00002559	12	19.00001797	50.0000459	14	22.00004	31.99999	27.00005	39.00003039	27.99995	8.00000025	23.00005	41.00005	172.01475	39.99997453	165.00038	116.01908	63.00004	63.00004	106	60	59	27.99998	65.00004
FBgn0028370	1	1	1	0	1	1	1	0	1	1	2	0	1	12	3	4	4	1	1	4	14	2	0	1
FBgn0028371	288.999621	477.9997615	464.9995769	765.0003274	535.0004781	809.9993535	596.999651	811.0007768	717.00029	853.0001143	344.9998413	359.999952	777.000576	1963.999181	672.0005803	1592.999518	1817.999992	1132.999415	1132.999415	1212.999446	803.9997822	1619.000132	809.9999031	1309.00054
FBgn0028372	32.000043	37	42.000039	92.999962	49.99996	47.0000168	70	61.9999217	44.9999537	46.0000397	19.0000176	37.0000579	66.0351	156.09	62.06440002	160.212	121	91	91	92	73	85	45.0000398	61.999959
FBgn0028374	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	4	0	0	0
FBgn0028375	65.2852	64	52.5291	222.708	93	91.6907	117.554	131.742	116	158.297	66.8839	117.036	226.185	627.881	146.68	493.272	255.697	279.239	279.239	255.989	213.153	217.929	119.506	194.712
FBgn0028377	0	0	0	5.65433	2.97863	0	0	0	0	0	0	0	0	4.02028	4.45971	4.47072	12.9559	3.20478	3.20478	19.4323	0.000166635	0	0	0
FBgn0028379	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1
FBgn0028380	96.99995	185.0004	184.96401	399.95348	164.99988	172.97504	197.9679	212.92847	206	248.9718	120	122.00002	288.8827	1112.6984	410.8743	1278.707	737.9569	438.821	438.821	547.863	318.8205	502.9509	238.91644	449.8886
FBgn0028381	5	48	4	74	44	25	36	30	8	72	9	8	60	38	17	164	101	73	73	149	11	91	39	161
FBgn0028382	61	55	55	185	114	131	127	151	124	170	69	89	182	322	117	308	219	177	177	209	129	160	96	156
FBgn0028387	53.00001	53	43	188.9998	72	70.99999	69.00006	102	107.00006	81.99996	59.99998786	65	158	326.00036	108	414.00036	247	186	186	158	122.00006	121	65	101
FBgn0028394	58.0000304	73.000006	62.00001	166.0001	66.00003	113.99995	92.00005	89.9999677	84.0000054	166.000019	43.00001	63.00004	147.0000081	433.9995	151.99988	394.0002	284.0004	208.99995	208.99995	217.9999	104	236	124.99993	300.0001
FBgn0028396	903	670	902	1688	1627	1485	2437	2537	4031	2616	798	666	917	23273	733	7608	2921	3018	3018	2428	2760	12492	2015	2077
FBgn0028397	59	78	108	228	106.0000118	102.9999	169.0004	112	110.9999	137.99995	52.00001	56.0001	171.99957	799.0006	174.99948	800.00012	528.0004	398.00016	398.00016	427	221.00022	257.0002	162.9998912	223
FBgn0028398	88	96	99	201	137	171	154	170	172	268	92	95	185	374	131	363	318	285	285	278	111	224	160	218
FBgn0028399	512.9994	806.0005	685.9994	1439	1041.0004	1253.9989	1196.001	1273.9997	1112	1424	582.9998	659.9998	1440.001	3069.0033	1018	3275.9998	2961.9999	2343.002642	2343.002642	2597.002002	1006.000602	1976.996	1272.9999	1694.999
FBgn0028400	6	10	5	12	7	12	13	14	13	11	3	7	21	91	37	70	63	52	52	50	117	30	19	28
FBgn0028402	105	80	86	279	155	152	163.000469	240	172.9995	216.0005	88	138.99995	217.9999	337	146	413	367	257	257	267.0001	189.9996	205.9996	129	201.0001
FBgn0028406	47	86	88	203	101	106	139	124	119	125	68	66	134	415	146	462	379	247	247	300	188	194	98	183
FBgn0028407	1	2	0	2	0	3	0	3.8788	0	2.32706	0	3	4	6	0	8	11	5	5	8	13	4	0	2
FBgn0028408	105	18.00001	25.999997	447	28.99997	34	85.99996	175	145.9999	27	78	152	305.9996	846.99972	204.00024	623.9992	60.00005	105.00021	105.00021	75.00003	331.0006	40.00003	10.99999704	109.0003369
FBgn0028410	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0028411	38	29	22	135	50	61.99997	76	96	66	78.00003	51	47	119	219.0003	73	188.9998	125	105	105	101	101	89	49	97
FBgn0028412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028418	15	44	16	30	26	39	41	22	33	33	19	9	35	98	48	83	116	54	54	42	11	50	25	41
FBgn0028421	150.9996423	195.9998219	182.0005	502.0001991	219.9998025	270.0003	226.9999496	271.999163	248.9996307	282.0002164	129.0002253	161.9997408	361.9998687	1119.000553	449.0005751	986.0003155	692.000367	418.0009918	418.0009918	478.999849	303.06173	421.000039	253.0348877	415.0001909
FBgn0028422	48	87	79	126	102	153	122	153	95	151	49	70	140	629	182	644	565	369	369	407	161	322	188	259
FBgn0028424	193	254	281	494	415	387	542	488	245	734	170	165	394	1030	419	1940	1364	1499	1499	1383	317	864	469	831
FBgn0028425	161.5804	87.33120011	95.46230008	472.5005	123.6705	149.1810014	189.8635438	290.2054	256.40387	187.9975678	122.3755101	181.5874038	472.1086001	958.9958818	330.9398	779.12903	301.7723783	340.066	340.066	312.0817762	416.3401092	210.6459598	125.2660025	240.8014769
FBgn0028426	50	53	58	242	115	108	156	185	142	129	66	88	193	374	130	397	278	232	232	252	181	171	86	143
FBgn0028427	235.00023	331.00024	332.9999	629.9996	436.9998	496.0003	454.00022	453.9995	471.99983	620.0005	233.00009	267.0003	564.00043	1456.0027	533	1583.0045	1336.9986	886.9996	886.9996	1053.0026	481.9997	1016.0002	563.0004	833.9999
FBgn0028429	210.99956	394.9998	386.9999	760.9997	348.9996	507.9996	427.9996	493.9998	440.9995	553.9999	216.99996	216.0001	478.0001	1452.004	898	2287.997	2056.003	854.0005	854.0005	1068	405.9998	908.9998	591.0002	915
FBgn0028430	6	4	5	5	4	9	7	6	11	6	6	3	7	42	7	37	16	22	22	19.999952	7	22	13	13
FBgn0028434	16	0	5	39	11	15	23	21	18	12	6	14	27	49	5	51	21	27	27	16	20	20	15	27
FBgn0028436	56	49	48	157	102	128	115	150	118	147	54	79	125	236	75	286	215	148	148	194	101	132	98	133
FBgn0028467	305	412	337	819	481	629	545	691	554	717	317	389	762	1682	551	1745	1496	990	990	1171	563	1085	660	803
FBgn0028468	55	62	56	216	99	103	96	138	113	132	51	86	185	334	121	431	267	188	188	220	141	192	126	185
FBgn0028471	148	139	158	512	195	238	222	304	284	273	122	221	355	834	304	908	623	383	383	410	314	382	216	308
FBgn0028473	5373	8549	6235	17804.96	10260	12070	11284	13359.97	10194	12391	5151	5285	10573	21299.98	8031	22143.01	19467.02	13460.02	13460.02	12814	7975	11760	7692	9904
FBgn0028474	150.0003895	196	162.9995	470	221	262	249.000026	338	311	315	141.00022	218	332	630	286.9998	742	490	334.0001683	334.0001683	374	274	312	198	336.9996
FBgn0028475	338.0001	348.1016	337.2955	775.978	635.1237	774.43	604.2139	738.084	662.0804	969.1279	392.0002	437.2871	673.0004	1708.516	502.0001	1560.762	1282.423	1115.198	1115.198	1153.512	566.2963	1015.431	600.131	772.1052
FBgn0028476	174	979.0004	369.0001318	703	276.00048	306.0003703	348.9997	343.00042	271.0003843	391	145	274.0004029	515.9992626	2481.000003	2260.999	3378.994	1688.9994	596	596	724.0000259	428	869.00024	292.99984	1020.99916
FBgn0028479	3193.999	3377.998	3285.999	5770.002	5080.001	6689.001	5405.997	6331.998	5280.003	8883.995	3320.999	3564.002	4533.999	8602.997	2595.004	8679.003	8206.996	5319	5319	6019.003	2896	6350.998	4217.003	4908.997
FBgn0028480	3514.77	6398.48	5781.15	9665.68	6227.02	7641.64	6600.66	5599.82	4983.68	9571.67	3763.14	4076.68	7047.4	15171.1	4199.492	17166.1	14041.236	9828.15	9828.15	9050.1	3795.21	9157.962	6625.863	6871.29
FBgn0028481	2	5	1	2	6	7	8	3	10	3	3	1	14.99997	26	13	16	25.00005	16	16	18	28	9	7	8
FBgn0028482	71	95	99	215	96	128	126	144	138	146	95	76	199	317	204	383	423	144	144	165	209	240	155	315
FBgn0028484	204	270	278	582	326	442	353	413	362	475	202	201	412	944	341	1031	868	479	479	500	284	540	300	495
FBgn0028487	123.54525	182.202729	159.4570601	383.4337425	215.5817249	297.16911	256.571	252.5437	232.45411	289.10222	97.6249	147.541	351.8159101	731.1378092	223.0833019	771.5637432	707.86388	425.589864	425.589864	544.8463442	252.62869	447.3036204	323.271447	355.394664
FBgn0028490	2490.005	4245.997	3989.998	6849.004	4279.002	5490.996	5205.002	5065.002	4843.004	6439.997	2628.996	2579.996	5657	11300.99	4516.997	14384.99	13671.99	6278.99	6278.99	7056	2823.997	8512.01	6034	6875.004
FBgn0028491	114.0000102	262.0000075	158	675.99983	373.9998009	360.9999032	393.00066	350.9996	194.99977	591.99963	136.9996004	154.9995805	686.99952	923.9998773	383.9996329	2459.0057	1113.999681	1653.00277	1653.00277	2217.007623	279.9993041	1078.0004	342.50606	1326.58597
FBgn0028494	196.51893	387.0408	266.6586	481.63831	263.961488	397.6756	296.8244	345.7302	338.2302	452.32357	204.63357	236.22	592.527	1656.882	695.9185	1543.852	1246	678.242	678.242	748.3200017	539.616396	783.777	585.311	996.605541
FBgn0028496	52.99998	63.99997	59.00000076	130.9999	112.9999	113.00004	79.00002	128.00046	75.99996	132.0001	62.00001	56.99997	110	288.00013	82	229.0004	303.0005	177.0001	177.0001	178.99979	109	233.00032	146.00032	222
FBgn0028497	139	227.00002	180.0001	465.9997	238.00027	281.00003	250.99969	300.0004	282.0002	349.9999	133	178.00003	332.0002	624	300.0005	724.9996	679.99979	337.0002	337.0002	369.0001	242.9999	404.9999	232.00017	424.00048
FBgn0028499	18	7.00000148	5.99999642	57	19.0000169	20	29	44.99998839	33	14	18.9999593	24.0000123	59	74	32	95	48	18	18	20.000008	36	40	17.00003074	60.99997547
FBgn0028500	298.0003	302.999803	269.0003	781.99957	468.0004551	474.9997	480	662	505.99986	653.99963	265.9996	325.0003	595.9996	1284.002	424.99983	1210	981	714	714	716.00025	439.0004	715.999819	463.9995	670
FBgn0028504	23.1795	25.0757	21.2819	99.6969	37.3224	36.258	51.29	67.4272	42.2411	44.3795	18.11	30.1882	71.2833	184.4515	73.4664	174.90195	125.8262	137.0609	137.0609	87.6448	69.046	57.5126	47.2399	51.1412
FBgn0028506	28	24	14	116	34	35	35	68	62	36	40	39	111	264	86	267	109	185	185	111	135	76	43	81
FBgn0028507	84	106	83	243	130.0005	163.0002	140.00029	197.0005	164	215.9998	89	90	177.9999	407	137	429	321	235.0003	235.0003	238.0003	149	224.0002	122	240.0001
FBgn0028509	163	183.9999	198	426	149	301.0001	234.9999	277.9995	221	329.9995	148.0001	161	382.9997	1112	400.0003	804.999	470	436.9994	436.9994	580	321.9998	526	316.0003	488.9998
FBgn0028513	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0028514	0	0	0	1	0	0	0	0	1	0	0	1	1	4	0	1	1	2	2	0	0	3	0	0
FBgn0028515	286	405.999	409.0006	793.9998	479.9996808	601	550	556	521	791	281.9996	327	598.0001059	1450	715.0005	1807.000379	1431.9997	871.9995	871.9995	956.9994	524.0000009	833.9998	581.0002	781
FBgn0028516	139	19	86.00001	751.00004	199	115.00035	354.0005	366.0003	225.99951	273.99986	115.00033	184.00012	458.99966	843.0002	487.99983	1077.0002	205.9997	540.0003	540.0003	478.0004	463.00027	245.0001	22	567.0002
FBgn0028517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
FBgn0028518	9	43	15	52.99999	22	23	37	20.99999	8	39	7	5	46	64.00001	22	177.99959	100.00001	86.99996	86.99996	201.99963	29	73.99996	45	96
FBgn0028520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028523	15	21	17.00002	45	26	28	19.00002	23	36	24	16.00002	25	62.00002	149	43	148.99986	125.0000058	198.9997	198.9997	114.00027	45	69	43	48
FBgn0028525	19	9	7	122	7	10	26	40	31	4	18	19	72	305	92	151	21	49	49	17	139	4	7	48
FBgn0028526	7204	9974	9346	17331.01	12601	13582	13567	12591	12285	18534.04	6430	6790	11724	37257.98	7927	44048	31829.05	29785.97	29785.97	25334.01	9895	17671.98	17046.97	13924
FBgn0028527	54.00010286	94	90.9999425	146	99	180.9999	126	137.9999	115.000043	163.99997	71.99998	58	174	361.0004	172	334.0001	365.0005	232.00041	232.00041	224.0002	146.0000037	292.0004211	160	347.9996
FBgn0028530	116	132	112	282	157	195	209	203	166	216	102	113	212	515	145	509	318	303	303	334	199	275	232	199
FBgn0028531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0028532	0	0	0	59	0	1	2	0	0	0	0	0	46	1	1	116	1	0	0	66	0	1	0	136
FBgn0028533	1	2	0	532	0	0	2	2	0	1	0	0	345.9997	16	1	1102.9965	7	0	0	68	3	12	5	948.0002
FBgn0028534	1	1	0	478	0	0	1	1	1	1	0	0	402	3	2	1181	2	0	0	32	7	6	0	864
FBgn0028537	16.99999	2.499996	2	2.500002	4.500002	7.5	4.5	3	3.500002	4.5	8	7.5	11.5	12.50004	1	9.5	9	3.000002	3.000002	2.499996	3.500002	7	8	3.5
FBgn0028538	374	402	390	1032	600	694	675	822	691	823.043	387	424	730	1878.7	609	1757	1538	1162	1162	1197	634.665	1064	614	886
FBgn0028539	398.99975	517.72223	493.00018	1087.0003	632.0003	808.0002	818	883.56028	778.9996	920.0005	433.99973	476.00018	906.9022	2702.002	693.8978	2618.0048	2282.9988	1741.0031	1741.0031	1865.9994	822.0003	1404.9993	966.0004	1224.9983
FBgn0028540	733.0004619	930	765	1568.996488	1028.000001	1726.9993	1329	1513.002	1253.0035	2167.995	748	616	1198	3229.002	648	3719.995464	1876.001	2366.003063	2366.003063	2359.0013	1043.0003	1762.0041	1385.997	1539.001
FBgn0028541	225	283	256	619	323	443	371	529	471	539	293	276	601	1337	393	1262.995	1039	837	837	846	526	796	539	687
FBgn0028542	64	106	79	117	121	167	122	125	116	223	71	86	185	262	94	219	287	95	95	137	58	222	137	203
FBgn0028543	1814	2261	2372	3548	2877	4107	2844	2873	2622	4826	1755	1745	3144	4278	1669	4931	4540	1670	1670	2195	1025	3283	2341	3119
FBgn0028544	2	4	2	0	5	6	1	3	6	4	3	5	45	13	27	41	61	4	4	16	21	23	38	27
FBgn0028546	143.99986	306.0001	297.99964	466.9995	249.0002	331.0001	279.9998	324.0004	296.000343	374.0001	172.9999	178.99979	435.9999	1317.9988	667	1792.9956	1436.001	735.0003	735.0003	879.00052	361.9998	756.0002	473.99909	706
FBgn0028550	66.00002602	158	148.9998492	152	113.000436	191.012	169.9999688	127.0000775	133.0000742	229.0001909	53.0000162	137	170	1409.05694	293.0004	866	709.0216	313.336471	313.336471	432.9994	251.1203335	371.9994	227.9999112	473.9997
FBgn0028552	48.0913	81.0154	57.5581	151.635	110.233	116.913	118.769	126.126	125	161.984	42.6834	74.3312	146.172	382.179	104.935	407.264	313.829	288.064	288.064	320.194	168	213.04	139.887	182.057
FBgn0028554	118	62	68	404	126	121	183.9995	269.9996	230.9995	171.9997	125	155	297	648	241	696	280	448.0000001	448.0000001	279.9999	338.0001	170	78	188.9995
FBgn0028560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028561	0	1.00000043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000107	0	0	0	0	0	0	0
FBgn0028562	1	10	4	6	2	3	2	5	4	6	1	4	13	105	19	34	34	30	30	32	27	31	20	36
FBgn0028563	412.457	492	458	1162.81	506.978	677.846	626.789	755.563	679.772	800	395.695	478.859	938.902	2103	807.792	2299.57	1680.56	979.678	979.678	1163.74	636.999	1190	795	1168.99
FBgn0028567	1	0	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1
FBgn0028569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028572	142.999958	160.000111	145.00014	364.0003592	272.99996	300.999727	311.00015	370.9998217	298.9998	386.9998836	156.99994	188.00001	311.9996238	431	157.0000575	436.0003086	507.9995103	276.9995527	276.9995527	323.00034	223.99997	309.000198	219.99992	306.000033
FBgn0028573	7	15	11	13	4	12	6	12	14	19	13	5	19	61	25	68	89	25	25	27	19	42	37	41
FBgn0028577	423	578.0003642	561.9999864	1285.000594	693.0012689	923.0002161	845.0003526	926.998885	770.0002107	1105.000778	413.999669	457.000076	1174.999901	1876.000309	716.0005252	2088.0004	1607.000755	1021.000954	1021.000954	1218.000003	718.0001	1265.001003	827.9999161	1320.000652
FBgn0028579	150	167	200	444	226	329	310	362	306	391	158	204	372	908	279	975	816	584	584	567	331	531	316	389
FBgn0028581	7.49712	4.10769	0.096802	56.3266	0.0954374	0.184524	14.178	0	6.42688	4.18351	0	4.25932	30.4275	14.6807	8.70E-06	35.8661	14.9284	4.04E-05	4.04E-05	0	10.3852	9.83251	0	9.69691
FBgn0028582	290.0001028	475.9472303	488.5008003	904.2559	463.00008	551.99982	577.9990603	529.00035	535.0005485	771.4778244	311.999609	339.000246	922.0001804	2765.996799	945.9995017	3051.99747	2039.99999	1473.951704	1473.951704	1718.999723	784.50173	1391.9998	872.3499374	1272.99979
FBgn0028583	3	1937	4142	1667	6	4474	5783	3663	1794	982	3087	1	8432	6007	8633	2275	23348	7405	7405	6898	5408	6256	12120	11645
FBgn0028622	92.00002	205.00029	224.0004	354.9999	292.9998	369.0002	287.99991	298.9997	260.9999	362.0001	157.0001	150.0005	390.0002	926.9995	355.0002	1082.9997	1049	680.0002	680.0002	818.9998	426.0004	824.0001	487.9995	782.0003
FBgn0028644	0	0	0	1	0	3	1	1	0	0	0	0	3	8	2	5	4	8	8	3	10	2	0	2
FBgn0028645	2.0000027	0.9999998	4.999996	4.000003	2.9999978	6.000003	5.000004	4.9999959	8.000002	3.0000037	1.9999966	5.000001	9	22.000003	14	28	24.000002	18	18	16.999965	18.000004	11.000003	5.000001	4.999999
FBgn0028646	1792.001	2970.001	2283.9921	3744.0089	3014.995	4346.9928	2796.001	3486.9953	3232.992	5779.006	2099	2212.001	3666.0009	8269.0041	2957.0011	9705	8501.0068	5630.007	5630.007	5982.00184	2653.99233	6140.004401	4379.9993	4438.997377
FBgn0028647	83	101	88	286	125	158	167	191	129	174	89	109	200	572	200	711	435	266	266	327	171	264	172	220
FBgn0028648	42	30	35	139	56	74	56	94	86	97	53	50	91	160	48	188	104	74	74	81	77	99	54	79
FBgn0028658	33.282	41.0472	30.8131	129.188	66.1793	85.9126	77.7541	129.22	74.1521	102.523	20.9552	25.518	66.5945	185.684	63.5942	309.565	224.208	198.92	198.92	194.013	85.3663	110.597	87.9644	129.394
FBgn0028662	381	573	524	1345	702.0004	803	844.9999	911	731.9998	1120.9957	436	511	1254.0026	2294.9989	973.0005	2808.0036	2076.9969	1699.9975	1699.9975	1642.9976	819	1717.0028	953.0004	1982
FBgn0028663	249.0001	389.9998	335.9997	821.9995	471.0002	480.0005	529.9998	541.9996	494.0004	708	251.9997	327.0002	815	2047.999	762.9996	2428.001	1501	1427.004	1427.004	1404.996	684	1253.996	735.0004	1277
FBgn0028664	83	143	100	199	149	177	158	210	151	236	94	90	213	591	148	559	374	363	363	407	209	301	209	241
FBgn0028667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
FBgn0028670	577	808.9996	645	2157.001	762.0003	968	1048	1371.001	966	1462	598	689	1938.995	4663	2364.998	5221	3173.998	3081	3081	2930.001	1646.998	3140	1352.002	3275.005
FBgn0028671	787.0006513	1080.000049	939.0003348	1953.002167	1145.999361	1534.000473	1272.999983	1459.999768	1277.000068	1576.000155	688.0006355	738.0007631	1666.000617	3658.005	1465.000836	4241.000687	3568.00321	2132.999403	2132.999403	2341.9954	1277.00052	2188.99879	1469.999832	2077.998685
FBgn0028675	14	38	38	86	42	48	52	51	48	69	26	32	64	210	88	222	217	151	151	127	73	117	64	123
FBgn0028683	26	17	14	63	32	37	36	46	57	62	16	22	94	143	40	154	77	83	83	77	69	69	52	51
FBgn0028684	649	761	785	1619	1109	1255	1231	1442	1248	1583	664	748	1407	3902	1130	3969	3252	2360	2360	2596	1227	1924	1357	1677
FBgn0028685	806	1008	986	2122	1465	1716	1441	1933	1517	2134	894	984	1691	3187	1154	3523	3319	1926	1926	2200	1059	2255	1529	2270
FBgn0028686	948	1126	1180	2391	1741.995	1931.001	1695.004	2039.996	1642	2432	976	1149	1809.004	3051.998	1221	3546	2961	1577.998	1577.998	2030.001	979	1972.002	1302	2225.002
FBgn0028687	891	1159	1219	2306	1540	1898	1738	2023	1814	2356	994	1155	2003	3561	1328	3968	3723	1843	1843	2246	1098	2250	1677	2638
FBgn0028688	673	786	811	1729	1082	1314	1149	1553	1243	1703	801	839	1384	2915	933	3212	2712	1667	1667	2037	955	1908	1256	1718
FBgn0028689	1448.999401	1851.000058	2071.000014	3827	2536.9958	2986.001131	2770.0021	2933	2648.0037	3664.0004	1472.0006	1709	3096.9955	8155.001	2443.0014	9104.9974	7468.00158	5540.0019	5540.0019	5944.9956	2335.00143	4290.000008	2895.996749	3870.001
FBgn0028690	831	965	1003	2260	1321	1557	1504	1814	1625	2031	973	1086	1841	5657	1502	5684	4296	3035	3035	3553	1755	2538	1716	2197
FBgn0028691	916	1090	1098	2220.998	1527.998	1871.996	1683.995	2027.995	1739.002	2373.003	962	1124	1752.002	4945.001	1500.997	5212.996	3996.005	3160.003	3160.003	3607.001	1647.001	2713.001	1759.002	2293.996
FBgn0028692	1361.999	1381	1523	3554.01	2061	2380.999	2324	2979.007	2339	3047.01	1347.999	1531.999	2563	6080	1830.999	6672.99	5686	3441	3441	3999	1881	3540.99	2148	3068.996
FBgn0028693	536	672	691	1376	985	1144	989	1182	1036	1409	573	637	1128	2045	734	2412	2113	1159	1159	1414	658	1453	967	1459
FBgn0028694	663	700	751	1629	1072	1232	1145	1394	1217	1488	740	769	1325	2563	990	2823	2249	1351	1351	1652	792	1514	1055	1540
FBgn0028695	1329	1374	1398	3376	1966	2281	2089	2828	2312	3088	1262	1492	2428	4971	1648	5018	4828	2759	2759	3289	1473	3231	1944	2982
FBgn0028697	8309.0015	11822.99686	10123.99561	24752.00394	14202.0009	17726.99205	15872.9953	17564.998	15293.0012	21433.03606	8370.996839	8860.002871	21058.03341	64510.0383	19724.95026	67675.90303	44477.94074	37797.0201	37797.0201	40497.0198	23699.00629	27092.02261	21320.00352	20275.992
FBgn0028699	76.00003	107	105	161.0001	141.99964	182.0004	128.99998	202	153	207.00005	72.999958	97.00005	199.99995	695.0008	198.00005	669.0003	667.0003	296.9992	296.9992	358.0002	213.9997	388.9997	263	376.0002
