	HC25_Jrk_FB_2_ZT10	HC25_Jrk_FB_2_ZT14	HC25_Jrk_FB_2_ZT18	HC25_Jrk_FB_2_ZT2	HC25_Jrk_FB_2_ZT22	HC25_Jrk_FB_2_ZT6	HC25_Jrk_FB_ZT10	HC25_Jrk_FB_ZT14	HC25_Jrk_FB_ZT18	HC25_Jrk_FB_ZT2	HC25_Jrk_FB_ZT22	HC25_Jrk_FB_ZT6
FBgn0027619	1362.0044	1197.997	1584.001	3068.002	1113	1537.997	2078.002	1895	1750.997	2877.996	1426.998	2217.001
FBgn0027620	98	45	190	434	48	58	497	125	223	157	125	98
FBgn0027621	2969.0028	2677.999597	3963.005489	9146.010405	4004.00282	4250.99786	4335.000468	6755.99572	5331.001236	7825.0045	3504.003833	6365.994375
FBgn0027654	146.9997	117.99965	145.0004	317.0003	85	195	161.99998	272.9998	185.99952	278.0001	122	214.0004
FBgn0027655	291	271	455	796	247	393	517	891.0001	561.0001	769	368.0001	636
FBgn0027657	3607.0088	4046.0033	3696.9923	10325.008	4140.9973	5770.0045	4362.994	5117.99562	4774.99024	9248.0032	4118.003	5445.9961
FBgn0027660	439.999865	366.9997921	479.0004	1052.000369	247.0004	434.0001626	741.9997325	519.9998503	528.9999	715.9997395	295.9996	666.9993769
FBgn0027779	1466.004	1242	1633.9996	3815.9946	1178.0005	1831.995	2156.997	2606.9968	1853.003	3411.999	1755.005	2382.004
FBgn0027780	135.00001	122.9999408	195.0001	360.0001757	115	152.9998	287.9997	255.9998	198.999784	389.00035	209.9995832	234.999562
FBgn0027783	68	32	125	239	37	41	274	68	151	104	77	57
FBgn0027784	93	107	130	315	110	153	213	134	161	273	170	216
FBgn0027785	576	645	890	1527	913	517	832	982	1060	1557	1020	978
FBgn0027786	1155.9992	1044.001	1458.9996	3030.9981	1092.9999	1386	1988	1746.9986	1662	3087.9975	1709.0011	2032.9998
FBgn0027788	0	0	1.02159	1	1	0	0	0	0	0	0	0
FBgn0027790	476	428	459	936	451	390	395	619	507	769	408	530
FBgn0027791	69	91	153	164	101	55	152	173	158	218	172	135
FBgn0027793	0	1	2	1	1	0	3	4	2	5	2	2
FBgn0027794	276	275	524	706	394	272	587	661	510	822	583	538
FBgn0027795	6	6	17	24	9	11	12	17	10	19	11	18
FBgn0027835	5795.0019	4232.9959	7047.0036	12118.9981	3391.99659	6667.9963	9552.9996	12187	7796.99562	10564.99523	4293.001064	11517.99618
FBgn0027836	248	199.9999	327	643	267.0005	299	479	437	382	560	342	459
FBgn0027841	57	55	100	161	73	70	155	100	120	142	89	108
FBgn0027843	362	247	324	597	145	280	290	299	226	447	207	288
FBgn0027844	826.256	686.801	600.705	1624.64	748.918	672.417	681.508	924.058	824.421	1303.12	722.667	945.27
FBgn0027864	64	80	97	162	52	92	113	101	91	140	83	99
FBgn0027865	254.0002	174	232.0001	452	77	227.0002	285.0009	383	273	329.0008	133.9999	298.0009
FBgn0027866	532	366	669	1288	394	597	920	976	818	1146	555	925
FBgn0027868	316	296	524	738	347	232	833	546	607	763	565	512
FBgn0027872	126	121	227	341	99	151	343	208	257	349	225	250
FBgn0027873	205	204	276	671	207	252	398	326	323	588	369	352
FBgn0027889	77	64	197.9999	305	69	52	425.9999	104	206.9999	217.9999	177.9999	113
FBgn0027903	59	37	121	198	66	32	210	79	149	141	107	71
FBgn0027929	126	119	153.0001	289.0005	118	192.9998	143	142.9997	111	332.0003	136	170
FBgn0027930	1314.7672	1589.068544	1769.7618	4906.767	1939.4353	2578.632031	2183.5638	2427.6762	2161.028947	5239.4324	2482.7083	2968.85
FBgn0027932	1089.23436	738.7579676	1764.6252	2970.533	671.00043	1641.74242	2625.538	4851.367	2510.398535	3072.111	1540.9916	3284.0042
FBgn0027945	2196	2336	2830	6197	2762	3442	3081	3657	3558	6373	3160	4446
FBgn0027948	830.9998	581.00053	1654.99981	2623.99663	415.0003	790.9994433	2679.9999	1546.0002	1619.0002	2198.0003	1518	1153
FBgn0027949	28	16	74	99	12	8	158	19	104	53	43	23
FBgn0027950	97.00002	84.00003	120	215.9996	85.000027	82.000003	200.0005	151.00047	158.9996	222.0002	150.9995	125.0004
FBgn0027951	454.9998	312.0001	653.0001	1004.0004	264.9997	418.9997	829.0003	939	768.0008	837.0006	481.9999	696
FBgn0028292	151	119	220	373	115	138.0004	337	246	268	366	252.0001	240.0004
FBgn0028325	3681.9963	3553.9976	4621.9962	9629.0037	4359.9971	4419.0018	5059.00285	6222.0045	5314.0078	8135.00256	4235.0036	6586.9959
FBgn0028327	2771.995	1944.999	2868.996	3873.995	1598.004	2047.002	4368	3699	3121.003	3796.997	1792.002	4826
FBgn0028331	810	503	1240	2101	348	969	1850.99842	1976.998	1362.0014	1471	694	1370
FBgn0028341	498.999408	460.0009	574.0001	1214.9998	379.0002	542.9997	748.0007	999.99965	711.9998	987.9998	493.9992024	724.9995
FBgn0028342	1885.999	2144.0028	2764.9974	4342.9972	2672.9972	1852.9966	2714.0048	2971.0032	3034.0007	3986.9933	2664.9992	3074.9975
FBgn0028343	428.9991887	382.0000291	708.0006006	1369.9998	377.0000002	471.0002564	1102.999695	817.9993	829.0002102	1165.0006	677.0002347	680
FBgn0028360	591	215.0002	596	1505	310	589	854	723	671	1151	584	803
FBgn0028369	26	16.00004	32.99996	39.99998	6.999998	17.00004557	53.99999	35.24503	43.99995	24.99996	15	26.00005
FBgn0028370	0	0	0	0	0	0	0	1	0	1	0	2
FBgn0028371	667.0002356	491.0000257	748.0000672	1310.999873	490	548.9999635	770.0003222	1410.003279	590.0001212	1038.998846	428.9999798	909.9996721
FBgn0028372	68	50	76	168.0806	55.08361	61.00001	100.000053	108.0000004	91.99997038	137.9999648	81.000016	87
FBgn0028374	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0028375	171.169	113	207.784	314.19	54	166.582	283.509	282.281	221.775	243.532	120.275	239.972
FBgn0028377	3.78641	0	0	4.74116	0	2.81192	2.99408	1.46838	0	0	0	0
FBgn0028379	0	1	0	1	0	0	0	0	1	3	1	2
FBgn0028380	170.99996	154.00046	260.9349	561.0002	123.99953	200.9999	395.95446	272.99991	309.9999	415.9578	233.9274	274.00046
FBgn0028381	33	15	5	48	7	36	5	54	5	59	24	32
FBgn0028382	145	142	201	424	161	182	382	234	254	505	298	282
FBgn0028387	129	115.00006	161.99996	385	97	127.99996	316.9996	205.9998	202.00026	264.0001	129	182.00006
FBgn0028394	84	60.99998	89	195	50	70	144.9999	125.9999	95.00006449	172.9999	111	97.00005
FBgn0028396	847	1548	2951	1952	1149	1338	1224	1706	1382	3714	989	593
FBgn0028397	96.99996	61	102.00005	159.0004	33.00005	69.99996	111.0001	222.00034	99	114	61.99999124	109
FBgn0028398	185	217	235	610	250	246	328	299	283	583	299	384
FBgn0028399	1276.999	1407.9998	1470.0001	4038.0039	1376.9992	2173.0007	1802.996	2185.997	1914.005	3592.0006	1622.9996	2392.9997
FBgn0028400	10	4	6	11	2	9	8	11	10	14	9	9
FBgn0028402	194	197.0004	303.0003	539	223.9997	188	430	285	331.0001	555	330	371
FBgn0028406	132	90	152	292	55	154	243	233	207	293	176	198
FBgn0028407	1	1	2	8	3	0	3	1	0	6	1	1
FBgn0028408	137	51.00004	391.9996	403.9999	67.99994	39.99999	670.99967	251.99981	364.00025	215.99952	193.99962	155
FBgn0028410	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028411	93	91	149.0004	273.9998	95	86.99996	283.0003	128.0004	173	257.9996	180.9995	170
FBgn0028412	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028415	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028416	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028418	5	10	15	24	14	12	11	19	11	23	18	20
FBgn0028421	285.9997013	205.0001043	381.0001844	735.9995711	217.9997	329.9999985	573.0414589	475.999646	426.0001206	631.0009417	378.000013	365.022
FBgn0028422	104	102	82	240	67	113	79	159	74	153	69	123
FBgn0028424	456	464	372	1267	349	613	442	699	324	1014	431	687
FBgn0028425	232.3355771	139.5594	486.9191475	624.8886002	141.9048607	185.3552102	825.08717	351.988944	434.0949655	522.215483	326.25011	367.8849914
FBgn0028426	141	97	219	363	113	139	292	226	238	429	253	247
FBgn0028427	551	472.9999	558	1326.0022	487.9997	616.9996	776.9999	846.0005	612.9999	1300.9988	728.0001	866.0004
FBgn0028429	355.99975	350.0002	503.0003	1071.9966	402.0003	521.0001	629	613.9998	610.0001	984.9996	533.0003	663.0002
FBgn0028430	6	7	7	9	1	8	2	10	5	7.999998	4	8
FBgn0028434	27	20	46	88	26	36	70	50	43	81	56	59
FBgn0028436	140	126	202	460	205	207	291	194	210	449	240	298
FBgn0028467	658	612	786	1805	643	740	1113	1122	897	1553	849	1065
FBgn0028468	184	140	269	473	176	175	394	250	313	467	261	283
FBgn0028471	310	220	448	779	218	274	633	456	466	728	437	395
FBgn0028473	8677.997	10731	12246.95	34142.05	13778.03	14962.97	20311.96	19236.97	18431.02	40050.99	23872.99	21176.98
FBgn0028474	271	196.000371	382	687	234	252.99984	599	481.0001	426	585	335	436
FBgn0028475	804	768.196	861.2604	1758.1479	697.0967	792.1261	1119.532	1107.284	962.2816	1623.3491	854.1395	1242.2125
FBgn0028476	401.0000001	246.0001	485.0000008	906.0007573	221	385.0000029	682.0000007	625.00059	610.9998	621	308	438
FBgn0028479	4518.998	4655.005	6166.001	13990.953	6391.998	6519.001	7851	8525.001	6917.004	13307.982	6836.003	9040.999
FBgn0028480	6173.641	6168.028	7142.51	18811	6144.43	12050.653	7914.67	12887.47	10398.45	15980.54	7062.03	11987.98
FBgn0028481	3	3	4	9	3	6	1	8	4	4	2	3
FBgn0028482	91	74	81	154	61	58	113	169	93	127	72	116
FBgn0028484	371	300	528	1107	410	445	728	684	569	938	464	594
FBgn0028487	275.543631	317.6175	329.2695078	920.8867178	249.3431191	426.4323826	462.295416	512.2585511	395.3821	882.181196	450.42667	519.6710245
FBgn0028490	4287.996	4886.997	5247	13420.97	5961.9955	6870.995	6168.003	8750.001	7386.996	10971.99	5063.001	8833.002
FBgn0028491	337.9999	259.99958	163.0000166	532.99988	137.0000248	328.999929	193.99998	475.99945	117.99996	542.9995509	160.0001953	528.9987
FBgn0028494	385.2055025	366.1489	440.59623	840.617	248.713058	452.1516077	468.021	797.5592657	572.0135	654.268	330.7056365	476.9676906
FBgn0028496	96	80	86	215	70	90	101.00001	224.00042	98.00002	176.0003	73	175.99965
FBgn0028497	309.99974	265.00026	410.0001	799.99959	336	333.00037	478.99963	541.99984	494.00029	665.00029	385.00026	486.00021
FBgn0028499	30	32	75	83	41	24	116	42	63	81	63	62
FBgn0028500	591	545.0004	759.9999	1425	489.0003	653	1024.0001	1023	837	1222	590	1036.9999
FBgn0028504	43.7169	29.3523	62.0304	122.6484	38.3535	60.02128	86.036	71.8678	72.8514	115.5425	66.6509	70.8936
FBgn0028506	74	37	129	160	33	42	156	99	122	144	113	65
FBgn0028507	165.9996	169	199.0002	337	151.0001	156	254.0002	248.9998	257.0005	349	205.0005	241
FBgn0028509	252.0003	178.0004	300.0001	501	94	244.0005	327	451.9999	286.0005	296.0001	137	276.9997
FBgn0028513	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028514	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0028515	569.0001	531	681	1438	536.0001	657	982	869.999	796	1518	859	955.9995
FBgn0028516	184	277	709	859.99975	131	277	955	570	518	832.99958	669	576
FBgn0028517	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028518	29	12	7	42	1	37	8	34.99998	9	36	25	29
FBgn0028520	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028523	92	63	56	186	48.00000082	78	80	84	68.00004	111	56.00000002	80
FBgn0028525	25	13	77	83	8	13	102	55	73	65	63	15
FBgn0028526	13905.02	14320.01	15886.01	47054	17312.04	29437.99	17898.01	23094.96	23308.97	49920	24046.03	24627.99
FBgn0028527	128.9999	116.0001	120	317.0004	107.0000029	103.0001	115.00007	225.0001	119.0001	238	96	177.00002
FBgn0028530	225	211	292	596	221	287	365	318	309	585	320	382
FBgn0028531	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0028532	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028533	11	0	1	2	0	0	0	0	0	14.9999983	13.00000082	0
FBgn0028534	1	0	0	0	0	0	0	0	2	2	2	1
FBgn0028537	8	8	11	21.99996	13.499972	14.49996	24.49998	18.00004	5.000002	27.50002	9.5	35.99998
FBgn0028538	766	682	935	1911	688	911	1332	1615	1070	1832	936	1451
FBgn0028539	956.9998	896.0002	990.9997	2367.9986	705.00004	1224.9976	1369.0044	1638.0034	1182.9981	2247.0036	1049.998	1643.996
FBgn0028540	937	1024.000028	985.0001117	2912.999	957	1668.000207	1298.9969	1941.999	1512.002	2821.9982	1321	1667.997
FBgn0028541	659	610	753	1550.995	548	780	959	849	896	1456.995	700	1015
FBgn0028542	207	206	273	538	305	276	264	272	344	542	304	393
FBgn0028543	3095	3936	4498	9574	5189	4715	4738	5228	3888	8878	4926	6178
FBgn0028544	1	3	2	5	3	2	1	0	0	2	1	2
FBgn0028546	393.0001	310.0001	366.0001	929.000089	281.9997	453.0003	543.9998	533.99999	437.0002	866	446.9998	520.0003
FBgn0028550	135.9997582	75.0000266	122.0000282	223.99906	72.0000032	128.999956	123.0000223	339.9992261	113.9999622	208	82.0000252	214.0000003
FBgn0028552	131.043	125.07	131.935	319.898	102.96	150.963	164.441	170.676	169.323	279.323	136.222	213.205
FBgn0028554	149	92	306	430	99	109.9995087	509	206.9998	339	364	263.0003	225
FBgn0028560	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028561	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028562	17	8	6	22	7	8	7	13	22	21	6	11
FBgn0028563	813.769	740.919	1111	2220.99	824	895.934	1496	1131.54	1243	1867.98	1083	1161.89
FBgn0028567	0	0	3	0	0	0	0	0	2	0	0	0
FBgn0028569	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028570	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0028572	271.99969	278.9996488	375.0001201	747.0003886	376.99992	347.0002136	436.9990901	604.999304	493.0001001	641.9995042	334.9994098	618.99943
FBgn0028573	10	10	7	9	4	14	9	17	6	14	7	15
FBgn0028577	424.9993162	403.0000115	719.9998	1349.999783	459	566.0008903	1022.000601	1245.000467	851.9991438	1207.000024	540.0004027	991.0001152
FBgn0028579	329	290	424	829	267	425	665	545	517	780	364	565
FBgn0028581	0	0	37.3687	32.7716	12.3231	0	35.3951	29.6396	18.6741	27.3923	22.7818	24.1229
FBgn0028582	707.9993658	549.0002593	866.99999	1665.999442	383.999692	840.0004748	1039.99982	1704.0004	947.9993933	1305.49998	555.0003503	1104.00071
FBgn0028583	3390	1639	1	7651	4122	309	1709	1320	4519	1106	4	1563
FBgn0028622	346.0003	370	400.9998	784.0003	255.0004	365.0003	371.99988	582.00041	424.0001	667.9997	328.9996	431.9999
FBgn0028644	0	0	1	0	0	0	1	0	2	1	1	2
FBgn0028645	1.0000001	0	2.9999952	8.000005	1.999998	0	3.9999993	8.999998	3.0000015	6.000005	6	4.999999
FBgn0028646	3396.0045	2711	4109.99491	8678.99	3317.002	4508.005	4577.9937	5806.9996	4465	7809.9991	3151.0044	6449.9913
FBgn0028647	148	115	184	452	130	185	294	277	207	323	165	302
FBgn0028648	127	136	184	371	162	169	298	201	239	385	245	247
FBgn0028658	38.7439	33.1988	26.2947	64.3645	18.0819	28.5831	62.4919	38.9421	36.579	62.8827	38.3335	35.7305
FBgn0028662	1143	921.9998	1374.0013	2486	947	1063.004	1700.0045	1746.0008	1400.0026	2249.9993	1266.996	1673.0004
FBgn0028663	770.0001	633.9996	722	1828.0005	604.0001	830.9996	1058.9968	1045.0004	868.0003	1595.0045	795.9998	1168.0005
FBgn0028664	173	174	219	548	166	259	301	275	296	476	251	306
FBgn0028667	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028668	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028669	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028670	1226.003	963	1678	2836.001	718	989	2192	2123.002	1550	2248.999	1257	1685.998
FBgn0028671	1468.999582	1594.004482	1766.00011	4213.00219	1514.99955	2221.002101	2326.998838	2564.003447	2200.004664	3680.003675	1800.994984	2315.996501
FBgn0028675	71	28	41	76	17	49	54	98	40	79	34	55
FBgn0028683	67	46	96	195	64	49	147	87	105	151	92	110
FBgn0028684	1193	1072	1509	3108	1164	1427	1979	1768	1723	2922	1617	1994
FBgn0028685	1450	1405	1889	3737	1686	1639	2457	2265	2127	3414	2013	2380
FBgn0028686	1278	1330.996	1751.998	3440.996	1622.999	1414.999	2178.005	2289.003	2039.999	3056	1764.999	2221.002
FBgn0028687	1720	1740	2272	4503	2169	1846	2836	2779	2542	4131	2530	2815
FBgn0028688	1247	1162	1627	3248	1352	1367	2295	1801	1734	3047	1701	2107
FBgn0028689	3389	3226	3627	8255	2983	4107	4629.002	5179.9963	4486	7147.003	3535	5138.0008
FBgn0028690	2007	1940	2498	5404	2001	2279	3497	2898	2618	5010	2781	3155
FBgn0028691	1705	1726.003	2075.003	4817.004	1828.005	2228.997	2814.998	2449.004	2349.002	4663.999	2550.996	2914.995
FBgn0028692	2342	2314	2977	6080	2405.001	2543.001	4341.01	3973.01	3224.001	5000.01	2688.999	3833.99
FBgn0028693	1165	1091	1474	2775	1256	1167	2099	1649	1672	2833	1700	1950
FBgn0028694	1312	1224	1750	3308	1539	1396	2404	1849	1972	3276	1989	2114
FBgn0028695	2165	2059	2804	5539	2300	2352	3823	3976	3171	4755	2608	3535
FBgn0028697	16799.04072	17881.9759	22336.976	57956.99805	22315.96585	26069.96473	33947.0232	29197.0006	29741.0373	65722.9709	33750.0294	37767.9566
FBgn0028699	193.99983	184.99991	150	348.99986	158	150.99994	179.99973	339.99993	149	312.00003	140.99994	260.00058
FBgn0028700	127.01954	104.9616	221.80354	316.9998	100	99.9781	400.0664	146.61854	199.13154	290.84754	204.495	197.04507
FBgn0028703	473.00056	398.9995	661.9999	1120.999936	319.0005	530.0005	831.9997057	862	746.0007001	1017.9992	536.0002005	725.0008
FBgn0028704	7.99999555	4.00000368	4.003987632	5.001227185	1.00073812	6	4.00268373	30.0030655	11	13	7	7.001925
FBgn0028707	44	21	46	80	23	30	76	49	33	115	68	47
FBgn0028708	88	91	128	314	107	116	196	158	177	228.99955	134.99953	156
FBgn0028717	262	218.9994733	387.99961	748.000105	212.0001235	333	501.9999	573.0002012	411.00043	611.0003469	245.999925	513.0001582
FBgn0028734	346.0000286	206.0000302	653.9998532	732.9999066	138.0001531	277.9994478	999.0010207	830.0004144	737.0006752	616.99962	379.999849	614.9999
FBgn0028737	6630	7674	10599	22276.98	10865	9319	14207.02	12361.01	13584.03	24171.96	14390.01	15486.04
FBgn0028738	9	16	23	48	15	21	24	13	22	25	21	22
FBgn0028740	0	3	3	2	0	2	5	6	0	0	0	1
FBgn0028741	246.4983	202.5572	294.926	586.262	184.5279	295.23	365.289	449.961	299.283	490.331	212.1234	438.033
FBgn0028743	23	14	50	76	11	9	76	72	38.99996	41	33	30
FBgn0028744	389	357	735	1263	332	421	1212	706	782	1253	822	840
FBgn0028746	281.0003	226.0001	284.0001	745	291.0003	364.0001	364.9997	380.0001	356.0003	701	328.0002	459.0001
FBgn0028789	13	12	5	29	8.000003	19	4	26	1	21.0000214	8	24.00003
FBgn0028833	578	562	743	1284	551	537	952	917	844	1215	749	844
FBgn0028836	362	301	456	927	352	410	623	472	534	879	503	515
FBgn0028837	306	298	452	818	379	356	643	484	541	820	499	575
FBgn0028838	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028841	43	0	8	6	1	3	25	10	4	5	4	29
FBgn0028844	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028847	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028848	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028850	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028852	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028853	0	0	0	0	0	0	0	2	1	0	0	0
FBgn0028855	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028856	0	0	0	1.000000077	0	0	0	0	0	1.000000223	1.000000302	0
FBgn0028857	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0028858	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028862	4	5	23	17	4	3	26.00002	22.000009	8	17	15	6
FBgn0028863	5.000008	1	4	3	0	4	5	6.00000185	1	5	5	2
FBgn0028864	9.5	10.5	10	22	7	29.5	7.5	11	16	25.5	11.5	14
FBgn0028866	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028868	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028870	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028871	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028872	64	108	34.00000644	206.9999414	15	119.99998	16.00003	166.00042	25.0000008	104.0001899	18	194.0005002
FBgn0028875	0	0	0	1	0	0	0	0	0	1	0	0
FBgn0028878	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0028879	0	1.999995047	0	7.000002792	2.000002683	4.000003327	4.000003922	4.9999992	4.000002298	5.00000192	2.000001373	5.999995941
FBgn0028880	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028884	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028886	246.9999	230.0003	158.0004	755	166.0002	387	169.9995	479	183.9998	419	107	365
FBgn0028887	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028888	2	4	2	1	1	0	2	2	0	3	1	3
FBgn0028892	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028893	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0028894	128	93	152	237	54	139	165	134	163	192	87	154
FBgn0028895	28	45.00004	49	121	31	36	77.00000012	60	56	81	47	61.99999
FBgn0028896	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0028897	24	25	32	85	22	29	50	28	52	74	49	40
FBgn0028899	2	0	5	11	3	4	1	10	5	7	5	4
FBgn0028900	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028901	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028902	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028903	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028913	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028916	187.9998004	171.0002	275.0003169	596.0002	160.9996721	180.0004009	453	370.0005	333.9995	470.0002307	286.0005019	315.0000778
FBgn0028919	53	60.59421	71.2971	174.0001	75	60	178.6737	82	102.4855	165.0001	113	104
FBgn0028920	3	0	0	1	0	0	0	0	1	13.00005	12	3
FBgn0028926	36	36	51	64	42	21	49	76	59	69	51	56
FBgn0028931	20.99996	23	20	41.00003	13	16	46	27	26	46.00005	21	32
FBgn0028932	94.2604	89.0887	138.5280033	263.4480007	70.040094	85.0736	186.888	138.219	136.0042	249.909	142.647	167.5473
FBgn0028935	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028936	292.9995	323.0005	340.9995	813.001	349.0001	419.0002	380.0005	432.0005	359.0005	746.9996	341.9995	507.9996
FBgn0028938	5	1	4	9	3	6	4	6	4	9	5	11
FBgn0028939	195.4794773	167.79518	142.6746	261.4140009	91	132.7396206	80.6745	130.4142	149.4141	200.414324	76.8698	163.0235
FBgn0028940	842	781	759	2156	766	1112	795	810	925	1960	1000	1062
FBgn0028941	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028942	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028943	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028944	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028945	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0028946	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028947	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028948	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028949	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028950	29.00002	1	0	5	0	1	0	0	1	19.00002	19.00002	0
FBgn0028952	15	6.00000015	28.99997	34.00002	7.00000498	0.999999816	49	15	29	17.00004	15	5.000001829
FBgn0028953	379.7326	181.2696337	572.215	926.786	219.6305323	387.614	831.924	815.4240001	654.6944	777.4340518	403.5768	695.76724
FBgn0028955	427.2581	432.3157	635.3211	1973.002	657.4247	944.152	822.116	1125.122	860.475	1926.539	824.5848	1178.746
FBgn0028956	127.0218	104.599	132.718	303.1542	79.4818	114.7923	196.4058	277.2499	152.7554	231.2555	103.6318	220.8531
FBgn0028962	385	384	488	1072	434	435	724	625	520	1101	640	725
FBgn0028963	1	0	0	1	1	1	0	1	0	1	0	1
FBgn0028965	203	188	249	630	265	245	402	301	324	581	332	374
FBgn0028968	1155	969.9996	1292	2442.999	1054	1163.001	2043	1962.001	1483.0004	2288.001	1220.001	2084.999
FBgn0028969	1285	1104	1520	2558	1156	1142	2149.997	1860.005	1643	2568	1468	2293.003
FBgn0028970	126	159	235	419	217	150	324	312	268	395	249	334
FBgn0028978	419	356	651	1510	504	855	639	987	989	1269	618	910
FBgn0028979	45.999962	29	37	95	23	37	35	92	46	77	41.0000304	51
FBgn0028980	81.99997	54.000012	72	163.0001	42	69	135	116	103	144.00049	66	134
FBgn0028982	1143	1104.9963	1515	2844.996	1134	1140.003	2082.004	2230.004	1586	2463	1325	2021
FBgn0028983	156	151	153	312	157	127	174	202	173	237	140	191
FBgn0028984	548.99983	240.999963	587.9997074	703.999844	223.0003329	228.0001	593.0001458	448.9996621	380.0000041	738.9997	334.9995364	357.9998
FBgn0028986	0	0	0	0	0	0	0	1.00000024	0	0	0	0
FBgn0028987	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028988	1021	1061	1206	2944	1153	1652	1543	1496	1194	3492	1683	1999
FBgn0028990	816.9996	982	1084.0001	2654.001	1299.9955	1040.0003	1353.996	1624.005	1368.0006	2309.999	1378.003	1471.999
FBgn0028991	4.63457	1.73424	6.52185	8.41444	1.67764	1.608095021	15.603	23.2194	1.61358	4.20095	4.27843	3.40699
FBgn0028992	301	276	335	759	251	340	465	402	350	686	361	435
FBgn0028996	4	4	5	12	1	5	5	12	3	12	8.99999597	3
FBgn0028997	30	20	57	97	20	21	106	32	92	56	39	32
FBgn0028999	1	0	0	0	0	1	0	0	0	0	0	0
FBgn0029002	47.9556	48.9583855	99.9736	138.8052098	29.00002447	44.9848497	116.8192	78.83569991	99.886273	125.87	98.8851	59.000008
FBgn0029003	48	42	32	103	31	54	51	70	46	62	33	72
FBgn0029006	436.9995	301.9995	526	903	216.9995	474.9995	672.9995	889	682	845	335.9995	697.9995
FBgn0029067	182.99967	117.999951	196	343.0004036	73	185.9999	243.0001	352.9996232	223.000152	268.0004	109	269
FBgn0029079	89	72	170	297	90	80	347	151	181	223	166	146
FBgn0029084	0	0	0	2	2	0	2	5	3	3	3	1
FBgn0029088	211.971	175	326	595.979	131	217	474	379	362	464.961	272	322.962
FBgn0029091	31.00002	7	9	34	11	16.99998	10	48	14	38	12	33
FBgn0029092	2432.9992	2384.0007	3171.0024	6815.9989	1695.9983	3937.009	3798.0039	4712.002001	4122.9995	6329.0021	3184.0048	3982.9948
FBgn0029093	8556.005	8941.005	9250.995	23858.989	11348.003	11505.002	11606.004	11182.993	11275.004	21501.015	11525.999	13941.987
FBgn0029094	208.9997	141.0004	282.0005	572	143.9996	140.9998	522.0003	249.0003	377	437	283.0001	260.0004
FBgn0029095	310.0003	344.9999	484.9998	829.0004	385	315	554	576.0005	405.0001	733.0001	419.0002	504.0002
